"","Model","Price","Manufacturer","Year","Count"
"1583","Frontier Pro-4x Crew Cab 6mt 4wd 6-Speed Manual",18950,"Nissan",2016,1
"1584","Frontier S",14259.8888888889,"Nissan",2014,9
"1585","Frontier S Crew Cab",14449,"Nissan",2012,1
"1586","Frontier S King Cab",10900,"Nissan",2014,1
"1587","Frontier Se",6800.94444444444,"Nissan",2008,18
"1588","Frontier Se 4dr Crew Cab-",8995,"Nissan",2006,1
"1589","Frontier Se 4x4",209,"Nissan",2007,2
"1590","Frontier Se Nismo 4x4",12183,"Nissan",2008,1
"1591","Frontier Sl",16495,"Nissan",2014,2
"1592","Frontier Sl Crew Cab",15499,"Nissan",2011,4
"1593","Frontier Sv",17071.6956521739,"Nissan",2016,23
"1594","Frontier Sv-V6 4x4",14900,"Nissan",2012,1
"1595","Frontier Sv 4x2",21795,"Nissan",2019,1
"1596","Frontier Sv 4x4",14499,"Nissan",2013,1
"1597","Frontier Sv Crew Cab",22461.6666666667,"Nissan",2018,3
"1598","Frontier Sv Crew Cab 4x4",21950,"Nissan",2016,2
"1599","Frontier Sv Crewcab",10950,"Nissan",2012,3
"1600","Frontier Sv King Cab I4 5at 2wd",9700,"Nissan",2016,4
"1601","Frontier Xe",5467,"Nissan",2003,10
"1602","Frontier Xe Crew 4 Dr",7750,"Nissan",2002,1
"1603","Fuse Fe-140g",39990,"Mitsubishi",2019,1
"1604","Fuso",19092.9375,"Mitsubishi",2010,16
"1605","Fuso 16' Box Truck",11988,"Mitsubishi",2004,1
"1606","Fuso Box Truck",27850,"Mitsubishi",2019,4
"1607","Fuso Crew Cab",39900,"Mitsubishi",2012,4
"1608","Fuso Fe",4497.5,"Mitsubishi",1999,2
"1609","Fuso Fe-160",32990,"Mitsubishi",2017,1
"1610","Fuso Fe-180",15990,"Mitsubishi",2015,1
"1611","Fuso Fe-Sp",4895,"Mitsubishi",2000,1
"1612","Fuso Fe 140",14999,"Mitsubishi",2007,1
"1613","Fuso Fe Hd",19950,"Mitsubishi",2004,1
"1614","Fuso Fe125",25900,"Mitsubishi",2012,1
"1615","Fuso Fe145",12162.5,"Mitsubishi",2007,4
"1616","Fuso Fe180",18098.3333333333,"Mitsubishi",2013,6
"1617","Fuso Fe85d",5499,"Mitsubishi",2007,1
"1618","Fuso Fec92s",29990,"Mitsubishi",2012,3
"1619","Fuso Fh",7450,"Mitsubishi",1994,1
"1620","Fuso Fh210",9800,"Mitsubishi",2003,1
"1621","Fx",11710.5714285714,"Infiniti",2004,7
"1622","Fx 35",10682.5,"Infiniti",2008,4
"1623","Fx 45",8500,"Infiniti",2003,1
"1624","Fx Fx35 Awd",6621.25,"Infiniti",2004,4
"1625","Fx35",9860.51851851852,"Infiniti",2006,54
"1626","Fx35 Awd",8446.55555555555,"Infiniti",2007,9
"1627","Fx35 Awd (303hp)",9495,"Infiniti",2010,1
"1628","Fx35 Base",9995,"Infiniti",2006,2
"1629","Fx37",16997.6666666667,"Infiniti",2013,3
"1630","Fx37 Awd",14990,"Infiniti",2013,1
"1631","Fx37 Base Awd 4dr Suv",15500,"Infiniti",2013,1
"1632","Fx45",6617.5,"Infiniti",2004,4
"1633","Fx45 Awd",13995,"Infiniti",2006,1
"1634","Fx50",12999,"Infiniti",2010,1
"1635","Fx50 Awd Gas Suv Auto",12999,"Infiniti",2009,1
"1636","G",12416.6,"Infiniti",2004,5
"1637","G 37",14999,"Infiniti",2010,5
"1638","G 37s",12000,"Infiniti",2012,1
"1639","G Convertible",16900,"Infiniti",2011,1
"1640","G Coupe",12795.8,"Infiniti",2009,5
"1641","G G25x Sedan 4d",180,"Infiniti",2011,1
"1642","G G37 Coupe 2d",16990,"Infiniti",2010,2
"1643","G G37 Journey Coupe 2d",15510,"Infiniti",2010,5
"1644","G G37 Journey Sedan 4d",16315,"Infiniti",2012,8
"1645","G G37 Sedan",5800,"Infiniti",2009,1
"1646","G G37 Sedan 4d",12990,"Infiniti",2009,2
"1647","G G37x Coupe 2d",17156.6666666667,"Infiniti",2013,6
"1648","G G37x Limited Edition",15990,"Infiniti",2012,1
"1649","G G37x Sedan 4d",11151.8181818182,"Infiniti",2013,11
"1650","G Sedan",9995,"Infiniti",2012,2
"1651","G Sedan G37x Awd",4200,"Infiniti",2009,1
"1652","G20",2549,"GMC",1990,5
"1653","G20 Sedan",3400,"Infiniti",2002,1
"1654","G20t",3550,"Infiniti",1999,2
"1655","G25",8000,"Infiniti",2011,1
"1656","G25 Sedan",10227.375,"Infiniti",2012,8
"1657","G25 Sedan X",10995,"Infiniti",2012,1
"1658","G25x",10826.1111111111,"Infiniti",2011,9
"1659","G35",5857.51304347826,"Infiniti",2004,115
"1660","G35 2-Door Coupe",9700,"Infiniti",2005,1
"1661","G35 Awd",6147.5,"Infiniti",2007,2
"1662","G35 Coupe",6576.1875,"Infiniti",2004,16
"1663","G35 Coupe Coupe",8999,"Infiniti",2005,1
"1664","G35 Sedan",6074.36363636364,"Infiniti",2008,22
"1665","G35 X",8447.5,"Infiniti",2007,2
"1666","G35s",5500,"Infiniti",2008,1
"1667","G35x",6632.57894736842,"Infiniti",2008,19
"1668","G35x Awd",7813.57142857143,"Infiniti",2004,7
"1669","G35x Sedan",6296.66666666667,"Infiniti",2008,3
"1670","G35xs",5763.5,"Infiniti",2008,2
"1671","G35xs Awd",6500,"Infiniti",2008,1
"1672","G37",11393.96,"Infiniti",2009,75
"1673","G37 4dr X Sport Appearance Edition Awd",10995,"Infiniti",2012,3
"1674","G37 Convertible",14597.8,"Infiniti",2010,5
"1675","G37 Coupe",12148.3333333333,"Infiniti",2008,3
"1676","G37 Coupe Journey",14500,"Infiniti",2011,1
"1677","G37 Coupe Sport",12995,"Infiniti",2009,3
"1678","G37 Ipl",19247.75,"Infiniti",2011,4
"1679","G37 Journey",6560.5,"Infiniti",2012,6
"1680","G37 Journey Sedan",7900,"Infiniti",2007,1
"1681","G37 Navigation / Parki",11500,"Infiniti",2012,11
"1682","G37 Sedan",10913.8965517241,"Infiniti",2012,29
"1683","G37 Sedan Journey",9495,"Infiniti",2009,1
"1684","G37 Sedan X",12495,"Infiniti",2013,1
"1685","G37 Sport",9497.5,"Infiniti",2010,2
"1686","G37 Sport Anniversary",11990,"Infiniti",2010,1
"1687","G37 Sport Coupe",13250,"Infiniti",2009,2
"1688","G37s",6916.5,"Infiniti",2008,12
"1689","G37s Coupe",10840,"Infiniti",2011,5
"1690","G37x",10651.1538461538,"Infiniti",2013,26
"1691","G37x Awd",11922,"Infiniti",2009,7
"1692","G37x Awd Coupe Auto",10500,"Infiniti",2011,1
"1693","G37x Coupe",15950,"Infiniti",2011,1
"1694","G37x Sport",8775,"Infiniti",2013,2
"1695","G37xs",6300,"Infiniti",2009,1
"1696","Galant",3756.01428571429,"Mitsubishi",2003,70
"1697","Galant Es",3179.81818181818,"Mitsubishi",2012,11
"1698","Galant Es Sdn",4999,"Mitsubishi",2009,1
"1699","Galant Fe",4400,"Mitsubishi",2012,1
"1700","Galant Great Deal",4799,"Mitsubishi",2010,2
"1701","Galant Gts",500,"Mitsubishi",2005,1
"1702","Galant Ls",1600,"Mitsubishi",2004,2
"1703","Galant Sport",8000,"Mitsubishi",2009,1
"1704","Gallant",3385,"Mitsubishi",2007,9
"1705","Gallant Ls",3500,"Mitsubishi",2002,1
"1706","Gallant Rallyart",1000,"Mitsubishi",2007,1
"1707","Get 3000",1500,"Mitsubishi",1991,1
"1708","Gl 1800 Goldwing",15000,"Honda",2002,1
"1709","Gl Wagon",1600,"Subaru",1983,1
"1710","Goldwing",5995,"Honda",2003,2
"1711","Gr Supra",53815.48,"Toyota",2020,25
"1712","Gr Supra 3.0 Auto",739,"Toyota",2020,1
"1713","Gr Supra 3.0 Premium Auto (Natl)",54494,"Toyota",2020,1
"1714","Grand Touring",6000,"Mazda",2012,1
"1715","Gs",18228.5,"Lexus",2013,26
"1716","Gs-300",4800,"Lexus",1999,1
"1717","Gs 300",6419.45833333333,"Lexus",2001,24
"1718","Gs 300 All Wheel Drive / Low Miles / Excelnt Service",11990,"Lexus",2006,1
"1719","Gs 350",17571.125,"Lexus",2013,96
"1720","Gs 350 4dr Sdn Awd",18995,"Lexus",2013,3
"1721","Gs 350 Awd",13938.8,"Lexus",2008,5
"1722","Gs 350 F-Sport",21900,"Lexus",2013,1
"1723","Gs 350 F Sport",26296.6666666667,"Lexus",2014,3
"1724","Gs 350 F Sport Awd",26942.5,"Lexus",2013,2
"1725","Gs 350 F Sport Mark Levin",286,"Lexus",2013,1
"1726","Gs 350 Sedan 4d",20012,"Lexus",2013,5
"1727","Gs 350 With Navigation,",26000,"Lexus",2015,1
"1728","Gs 400",4795,"Lexus",1998,3
"1729","Gs 430",7431.66666666667,"Lexus",2004,3
"1730","Gs 450h",12649.5,"Lexus",2007,2
"1731","Gs300",5398.07692307692,"Lexus",2002,13
"1732","Gs300 Awd",1800,"Lexus",2006,1
"1733","Gs350",26733.3333333333,"Lexus",2015,3
"1734","Gs350 Awd",17033,"Lexus",2014,6
"1735","Gs350 Awd Sport Sedan",22950,"Lexus",2014,6
"1736","Gs350 F-Sport",23900,"Lexus",2014,6
"1737","Gs350 F-Sport Awd",17500,"Lexus",2013,1
"1738","Gs400",4800,"Lexus",1999,1
"1739","Gs430",6033.33333333333,"Lexus",2001,3
"1740","Gs450h",6500,"Lexus",2007,1
"1741","Gt-R",75468.2727272727,"Nissan",2017,11
"1742","Gt Outlander Awd",10870,"Mitsubishi",2014,2
"1743","Gtr",90300,"Nissan",2018,1
"1744","Gtr Vspec 2",54995,"Nissan",1994,1
"1745","Gx",19442.7647058824,"Lexus",2013,34
"1746","Gx 460",26861.875,"Lexus",2017,32
"1747","Gx 460 / Awd / Lots Of Se",21500,"Lexus",2012,3
"1748","Gx 460 4wd 4dr",18295,"Lexus",2012,1
"1749","Gx 460 87,000 Miles",34999,"Lexus",2016,2
"1750","Gx 460 Base Awd 4dr Suv",19695,"Lexus",2010,2
"1751","Gx 460 Luxury Suv",30000,"Lexus",2015,1
"1752","Gx 460 Premium",18500,"Lexus",2011,1
"1753","Gx 460 Sport Utility 4d",41890,"Lexus",2018,4
"1754","Gx 460 Sport Utility 6-Speed Automatic",19900,"Lexus",2012,1
"1755","Gx 460 V8 4wd Clean",20800,"Lexus",2011,2
"1756","Gx 470",11465.575,"Lexus",2008,40
"1757","Gx 470- Awd-Navi-Camera",13495,"Lexus",2008,1
"1758","Gx 470 4.7l V8 4wd",5999,"Lexus",2004,1
"1759","Gx 470 4d",15940,"Lexus",2008,1
"1760","Gx 470 4x4 Safari Ready",12248,"Lexus",2004,1
"1761","Gx 470 Gx470 Awd Gx460",6995,"Lexus",2003,2
"1762","Gx 470 Sport Utility",9900,"Lexus",2006,1
"1763","Gx 470 V8",13500,"Lexus",2008,1
"1764","Gx460",24733,"Lexus",2010,10
"1765","Gx470",10227.4285714286,"Lexus",2007,14
"1766","Gx470 Awd",10900,"Lexus",2006,1
"1767","Gx470 Sport Utility",11500,"Lexus",2006,1
"1768","Gx570",69155,"Lexus",2018,1
"1769","Hardbody",1350,"Nissan",1997,2
"1770","Hardbody D21 2dr. 5spd",3000,"Nissan",1993,1
"1771","Hardbody Pickup",2266.66666666667,"Nissan",1986,6
"1772","Hiace",14562,"Toyota",1993,4
"1773","Hiace 4wd Diesel Van",15900,"Toyota",1994,1
"1774","Highlander",15923.0827160494,"Toyota",2008,810
"1775","Highlander 4dr 4-Cyl 4wd",116,"Toyota",2005,1
"1776","Highlander 4wd",8949.5,"Toyota",2008,2
"1777","Highlander 4wd 4dr Base (Natl)",11986,"Toyota",2008,2
"1778","Highlander 4wd 5-Speed Automatic",13950,"Toyota",2010,1
"1779","Highlander 4wd V6",11995,"Toyota",2007,1
"1780","Highlander 4x4",8107,"Toyota",2009,3
"1781","Highlander 4x4 Limited",18999,"Toyota",2013,1
"1782","Highlander Awd",10426,"Toyota",2011,16
"1783","Highlander Awd 4dr V6 Xle",345,"Toyota",2016,1
"1784","Highlander Base",7423.25,"Toyota",2007,4
"1785","Highlander Base 4wd 5-Speed Automatic",9350,"Toyota",2008,2
"1786","Highlander Base Awd",7997,"Toyota",2009,1
"1787","Highlander Fwd 4dr V6 Limited W/ Sunroof Automatic",29500,"Toyota",2016,1
"1788","Highlander Fwd 4dr V6 Plus (Natl)",13895,"Toyota",2013,2
"1789","Highlander Hybrid",12041.3214285714,"Toyota",2006,28
"1790","Highlander Hybrid 4wd",8500,"Toyota",2008,1
"1791","Highlander Hybrid Awd",13550,"Toyota",2017,3
"1792","Highlander Hybrid Limite",3122.57142857143,"Toyota",2017,7
"1793","Highlander Hybrid Limited",9567.57692307692,"Toyota",2008,26
"1794","Highlander Hybrid Xle Awd",35788,"Toyota",2019,1
"1795","Highlander Le",21655.8333333333,"Toyota",2014,6
"1796","Highlander Le Plus",25265,"Toyota",2017,8
"1797","Highlander Le Plus Pristi",20995,"Toyota",2015,1
"1798","Highlander Le Plus Sport",29990,"Toyota",2018,1
"1799","Highlander Le Sport",26290,"Toyota",2014,4
"1800","Highlander Le V6 Awd",25800,"Toyota",2018,1
"1801","Highlander Limited",12479.2666666667,"Toyota",2001,75
"1802","Highlander Limited 2wd",7973,"Toyota",2002,4
"1803","Highlander Limited 4wd",7728.77777777778,"Toyota",2010,9
"1804","Highlander Limited 4wd 5-Speed Automatic",15999,"Toyota",2012,2
"1805","Highlander Limited 4x4",17885,"Toyota",2012,1
"1806","Highlander Limited A",5239,"Toyota",2005,3
"1807","Highlander Limited Awd",23271.8,"Toyota",2004,20
"1808","Highlander Limited Hybrid",17777.8571428571,"Toyota",2011,7
"1809","Highlander Limited Platin",30626,"Toyota",2015,2
"1810","Highlander Limited Sport",19126,"Toyota",2011,10
"1811","Highlander Limited V6 4x4",3700,"Toyota",2003,2
"1812","Highlander Platinum Awd",34000,"Toyota",2015,1
"1813","Highlander Premium",33900,"Toyota",2019,1
"1814","Highlander Se",19020,"Toyota",2013,14
"1815","Highlander Se-Awd-Navi-Ca",10995,"Toyota",2010,1
"1816","Highlander Se Automatic",30650,"Toyota",2017,1
"1817","Highlander Se Awd",13295,"Toyota",2010,2
"1818","Highlander Se Awd 7-Pass",483,"Toyota",2018,1
"1819","Highlander Se Sport Awd",13995,"Toyota",2010,2
"1820","Highlander Se V6 Awd",12495,"Toyota",2010,1
"1821","Highlander Sport",7956.42857142857,"Toyota",2007,14
"1822","Highlander Sport 4x4",9972.5,"Toyota",2007,2
"1823","Highlander Sport Awd",9398.5,"Toyota",2008,2
"1824","Highlander Sport Utility",16492.5,"Toyota",2012,8
"1825","Highlander V6",8428,"Toyota",2007,5
"1826","Highlander V6 4wd",5995,"Toyota",2003,1
"1827","Highlander V6 4wd 3-Speed Automatic",5450,"Toyota",2001,1
"1828","Highlander V6 4wd 4-Speed Automatic",8000,"Toyota",2001,5
"1829","Highlander V6 Awd",7900,"Toyota",2008,1
"1830","Highlander Xle",25706.8235294118,"Toyota",2017,17
"1831","Highlander Xle 3rd Row Lo",22995,"Toyota",2014,1
"1832","Highlander Xle Awd",27722.75,"Toyota",2018,4
"1833","Highlander Xle Awd 8-Pas",322,"Toyota",2014,1
"1834","Highlander Xle Awd Gas",36471,"Toyota",2019,1
"1835","Highlander Xle Sport",27474.0833333333,"Toyota",2014,12
"1836","Highlander Xle V6",27695.1428571429,"Toyota",2017,7
"1837","Highlander Xle V6 Awd",507,"Toyota",2018,1
"1838","Highlnader",799,"Toyota",2007,18
"1839","Higlander",8000,"Toyota",2003,1
"1840","Higlander Limited",11995,"Toyota",2010,2
"1841","Hilux",13833.3333333333,"Toyota",1982,3
"1842","Hilux 4 Runner",9995,"Toyota",1992,1
"1843","Hilux Sr5 Pick Up",14900,"Toyota",1976,1
"1844","Hilux Surf",17000,"Toyota",1995,2
"1845","Hilux Surf 4runner",13495,"Toyota",1994,1
"1846","Hr-V",17323.2547169811,"Honda",2016,106
"1847","Hr-V Ex",19296.25,"Honda",2017,16
"1848","Hr-V Ex-L",20092.8,"Honda",2017,5
"1849","Hr-V Ex-L Awd",19900,"Honda",2017,1
"1850","Hr-V Ex-L Navi",14641,"Honda",2018,3
"1851","Hr-V Ex-L Navi Awd Cvt",264,"Honda",2017,1
"1852","Hr-V Ex-L Sport Utility 4d",292,"Honda",2016,1
"1853","Hr-V Ex-L W/Navi",16190,"Honda",2017,5
"1854","Hr-V Ex-L W/Navigation",21590,"Honda",2017,1
"1855","Hr-V Ex 4dr",18850,"Honda",2017,1
"1856","Hr-V Ex Awd",19395,"Honda",2017,1
"1857","Hr-V Ex L W/Navi",20499,"Honda",2016,1
"1858","Hr-V Ex Sport Utility 4d",19075.7142857143,"Honda",2016,7
"1859","Hr-V Lx",16433.3333333333,"Honda",2017,6
"1860","Hr-V Lx Sport Utility 4d",12445.2,"Honda",2019,5
"1861","Hr-V Sport",18990,"Honda",2019,1
"1862","Hr-V Sport 2wd Cvt",20999,"Honda",2019,1
"1863","Hr-V Sport 2wd Cvt W/ Bluetooth",21000,"Honda",2019,1
"1864","Hr-V Sport Suv 4d",21723.3333333333,"Honda",2019,3
"1865","Hr-V Touring",26998,"Honda",2019,15
"1866","Hr-V Touring Sport Utility",377.5,"Honda",2019,2
"1867","Hr V",20565.6666666667,"Honda",2018,3
"1868","Hrv",16215,"Honda",2017,6
"1869","Hrv Ex-L",16500,"Honda",2016,1
"1870","Hrv Exl",21500,"Honda",2019,1
"1871","Hrv Lx",16995,"Honda",2017,1
"1872","Hrv Lx Cpo Lx With",16000,"Honda",2016,1
"1873","Hs",12291.6666666667,"Lexus",2010,3
"1874","Hs 250h",9274.75,"Lexus",2010,4
"1875","Hs 250h Premium Hybrid",13995,"Lexus",2011,2
"1876","Hs250h",7747.5,"Lexus",2010,2
"1877","Hs250h Premium",9950,"Lexus",2011,1
"1878","Hv-R Ex-L Sport Awd W/Nav",15750,"Honda",2016,1
"1879","Hybrid Accord",21999,"Honda",2017,1
"1880","Hylander Hybrid",5795,"Toyota",2007,1
"1881","Hzj75 Landcruiser",35000,"Toyota",1995,1
"1882","I-Miev",6981,"Mitsubishi",2014,1
"1883","I-Miev Es Hatchback",9590,"Mitsubishi",2014,1
"1884","I250",7450,"Lexus",2009,1
"1885","I30",2878.75,"Infiniti",2000,12
"1886","I30 3.0l V6",1475,"Infiniti",2001,2
"1887","I30 Touring",4500,"Infiniti",2001,1
"1888","I35",3977.42105263158,"Infiniti",2002,19
"1889","I35 Luxury",2147.5,"Infiniti",2002,2
"1890","I35 Luxury #92",2295,"Infiniti",2002,1
"1891","Ia",11300,"Toyota",2018,1
"1892","Ilx",15759.9240506329,"Acura",2016,79
"1893","Ilx 2.0l",8899.33333333333,"Acura",2013,3
"1894","Ilx 2.0l Sedan 4d",14899.0909090909,"Acura",2013,11
"1895","Ilx 2.0l W/Tech",14900,"Acura",2014,1
"1896","Ilx 2.4 Premium Package",10499,"Acura",2013,1
"1897","Ilx 2.4l",12622,"Acura",2013,2
"1898","Ilx 20",12800,"Acura",2013,2
"1899","Ilx 20 Tech",11490,"Acura",2014,1
"1900","Ilx 68,000 Miles Like",12999,"Acura",2015,4
"1901","Ilx Base",18944,"Acura",2017,1
"1902","Ilx Fwd Gas Sedan Auto",17999,"Acura",2017,1
"1903","Ilx Hybrid Tech Pkg",12472.5,"Acura",2017,2
"1904","Ilx Luxury",11980,"Acura",2013,1
"1905","Ilx Premium A-Spec",15900,"Acura",2016,1
"1906","Ilx Premium Fwd",9500,"Acura",2013,1
"1907","Ilx Sedan 4d",18691,"Acura",2017,15
"1908","Ilx Tech",14995,"Acura",2015,1
"1909","Ilx Technology Package",15950,"Acura",2017,1
"1910","Ilx Technology Pkg Sedan",418,"Acura",2019,1
"1911","Imprexa Wrx",21500,"Subaru",2014,1
"1912","Imprez Awd",13500,"Subaru",2015,1
"1913","Impreza",11262.9014084507,"Subaru",2015,639
"1914","Impreza (Hatchback)",17000,"Subaru",2016,1
"1915","Impreza (New York/New",15995,"Subaru",2008,1
"1916","Impreza 2.0 I",10995,"Subaru",2014,1
"1917","Impreza 2.0i",11966.4444444444,"Subaru",2014,18
"1918","Impreza 2.0i 4-Door Cvt",232,"Subaru",2018,1
"1919","Impreza 2.0i Awd",13270,"Subaru",2018,1
"1920","Impreza 2.0i Limited",15770.6666666667,"Subaru",2012,12
"1921","Impreza 2.0i Limited Awd",20912.5,"Subaru",2017,2
"1922","Impreza 2.0i Premium",12548.1818181818,"Subaru",2014,44
"1923","Impreza 2.0i Sedan 4d",16856.6666666667,"Subaru",2017,3
"1924","Impreza 2.0i Sedan Sport",13995,"Subaru",2014,2
"1925","Impreza 2.0i Sport",15038.6363636364,"Subaru",2016,11
"1926","Impreza 2.0i Sport Limite",11382,"Subaru",2013,1
"1927","Impreza 2.0i Sport Prem",14500,"Subaru",2015,1
"1928","Impreza 2.0i Sport Premi",11785.4285714286,"Subaru",2013,14
"1929","Impreza 2.0i Sport Premiu",11745,"Subaru",2012,2
"1930","Impreza 2.0i Sport Sedan",21990,"Subaru",2019,1
"1931","Impreza 2.0i Sport Wagon",21590,"Subaru",2019,1
"1932","Impreza 2.0i Wagon 4d",18790,"Subaru",2018,2
"1933","Impreza 2.0i, Awd, New W",11900,"Subaru",2017,10
"1934","Impreza 2.5 I",8499,"Subaru",2006,2
"1935","Impreza 2.5 Rs",2975,"Subaru",2004,2
"1936","Impreza 2.5i",6874.73333333333,"Subaru",2009,15
"1937","Impreza 2.5i Awd",6950,"Subaru",2009,1
"1938","Impreza 2.5i Awd Wagon",6995,"Subaru",2006,1
"1939","Impreza 2.5i Premium",6668.75,"Subaru",2009,4
"1940","Impreza 2.5i Premium Awd",6398.33333333333,"Subaru",2008,3
"1941","Impreza 2.5i Sedan",6961.66666666667,"Subaru",2009,3
"1942","Impreza 2.5i Sedan A",5895,"Subaru",2009,2
"1943","Impreza 2.5i Sport Wagon",108,"Subaru",2009,1
"1944","Impreza 2.5i Sport Wagon 4d",7995,"Subaru",2006,2
"1945","Impreza 2.5rs",4175,"Subaru",2002,4
"1946","Impreza 4x4",9500,"Subaru",2010,1
"1947","Impreza All Wheel Drive",9500,"Subaru",2010,2
"1948","Impreza Awd",10058.3333333333,"Subaru",2018,18
"1949","Impreza Awd Gas Sedan",10950,"Subaru",2013,1
"1950","Impreza Awd Premium",241,"Subaru",2017,2
"1951","Impreza Base",21980,"Subaru",2017,3
"1952","Impreza Hatchback",8733.33333333333,"Subaru",2009,3
"1953","Impreza Limited",16854.8888888889,"Subaru",2017,9
"1954","Impreza Limited Hatchback",18933,"Subaru",2019,1
"1955","Impreza Limited Wagon 4d",24990,"Subaru",2020,1
"1956","Impreza Limited Wrx",16333,"Subaru",2011,4
"1957","Impreza Outback",5079.63636363636,"Subaru",2007,11
"1958","Impreza Outback Sport",5616.04761904762,"Subaru",2011,21
"1959","Impreza Outback Sport 2.5l",7495,"Subaru",2005,1
"1960","Impreza Outback Sport Awd",5333.33333333333,"Subaru",2011,3
"1961","Impreza Outback Wagon Sport New Head Gaskets & Timing Belt",7300,"Subaru",2010,1
"1962","Impreza Premium",14147.1428571429,"Subaru",2018,14
"1963","Impreza Premium 2.5i Awd",5200,"Subaru",2010,1
"1964","Impreza Premium Awd",7795.75,"Subaru",2010,4
"1965","Impreza Premium Awd Gas",21332.3333333333,"Subaru",2018,3
"1966","Impreza Premium Sdn.",5300,"Subaru",2016,1
"1967","Impreza Premium Sport",7950,"Subaru",2014,1
"1968","Impreza Premium Wagon Awd",5950,"Subaru",2009,1
"1969","Impreza Sdn",2495,"Subaru",1999,1
"1970","Impreza Sedan",8569.17857142857,"Subaru",2014,28
"1971","Impreza Sedan (Natl)",7280,"Subaru",2008,5
"1972","Impreza Sedan New Head Gaskets & Timing Belt",4400,"Subaru",2008,1
"1973","Impreza Sedan Wrx",16768.7142857143,"Subaru",2011,7
"1974","Impreza Sport",14890,"Subaru",2017,14
"1975","Impreza Sport Awd",16414.6666666667,"Subaru",2013,3
"1976","Impreza Sport Awd Gas",21999,"Subaru",2018,6
"1977","Impreza Sport Limited",9900,"Subaru",2013,2
"1978","Impreza Sport Limited Awd",18000,"Subaru",2016,1
"1979","Impreza Sport Premium",10225,"Subaru",2013,2
"1980","Impreza Sport Premium Awd",8950,"Subaru",2013,1
"1981","Impreza Sport Wagon",7500,"Subaru",2015,2
"1982","Impreza Sport, Awd, Reli",16000,"Subaru",2018,12
"1983","Impreza Sti",14900,"Subaru",2007,1
"1984","Impreza Sti Awd Gas Wagon",23999,"Subaru",2013,9
"1985","Impreza Stx",5000,"Subaru",2006,1
"1986","Impreza Wagon",8295.38095238095,"Subaru",2007,63
"1987","Impreza Wagon 2.0i",10279.4444444444,"Subaru",2014,9
"1988","Impreza Wagon 2.0i Sport",16000,"Subaru",2015,1
"1989","Impreza Wagon 2.5i Awd",6750,"Subaru",2011,1
"1990","Impreza Wagon 4dr H4 Turbo Mt Wrx",10942,"Subaru",2007,1
"1991","Impreza Wagon 4wd",6750,"Subaru",2011,3
"1992","Impreza Wagon 4wd Suv",6750,"Subaru",2011,1
"1993","Impreza Wagon 5dr Cvt 2.0i",13500,"Subaru",2016,2
"1994","Impreza Wagon Awd",6750,"Subaru",2011,1
"1995","Impreza Wagon Limited",9995,"Subaru",2012,1
"1996","Impreza Wagon Premium New Head Gaskets & Timing Belt",6700,"Subaru",2009,1
"1997","Impreza Wagon Sp Ed",2988,"Subaru",2007,1
"1998","Impreza Wagon Wrx",14035.5,"Subaru",2014,14
"1999","Impreza Wagon Wrx Sti",8444.2,"Subaru",2012,5
"2000","Impreza Wrx",14043.9701492537,"Subaru",2014,67
"2001","Impreza Wrx-S",13200,"Subaru",2011,1
"2002","Impreza Wrx / Awd / Turb",17888,"Subaru",2009,2
"2003","Impreza Wrx 4-Door 5-Speed Manual",15524.5,"Subaru",2011,4
"2004","Impreza Wrx 5-Door 5-Speed Manual",13082.6666666667,"Subaru",2013,3
